SIS V(mV)	-0.1
SIS C(uA)	25.2
SIS Mag (mA)	-0.1
LO PA Vd (V)	0.00
LO PA Id (mA)	0.00
IF(GHz)	Hot-Power(dBm)	Cold-Power(dBm)	Y-factor	Tsys
8.03	-60.49	-63.67	2.08	125.30
8.03	-60.27	-63.56	2.13	116.17
8.03	-60.30	-63.55	2.11	119.44
8.04	-60.52	-63.43	1.95	152.48
8.04	-60.57	-63.42	1.93	158.75
8.04	-60.72	-63.58	1.93	158.24
8.05	-60.47	-63.59	2.05	131.77
8.05	-60.89	-63.73	1.92	160.89
8.06	-60.90	-63.59	1.86	178.26
8.06	-60.80	-63.62	1.91	162.91
8.06	-61.05	-63.91	1.93	157.37
8.07	-60.96	-63.96	1.99	143.36
8.07	-60.89	-63.82	1.96	150.44
8.07	-61.19	-64.10	1.96	152.26
8.08	-61.00	-63.79	1.90	165.88
8.08	-61.18	-64.05	1.94	157.04
8.09	-61.01	-64.10	2.04	134.42
8.09	-61.50	-64.08	1.81	192.35
8.09	-61.53	-64.28	1.88	170.85
8.10	-61.48	-64.42	1.97	149.02
8.10	-61.23	-64.36	2.05	130.95
8.10	-61.25	-64.46	2.10	122.95
8.11	-61.40	-64.18	1.90	167.24
8.11	-61.34	-64.47	2.06	130.45
8.11	-61.37	-64.38	2.00	142.50
8.12	-61.45	-64.30	1.93	158.96
8.12	-61.31	-64.23	1.96	151.27
8.13	-61.18	-64.25	2.03	136.18
8.13	-60.84	-64.04	2.09	123.91
8.13	-61.18	-63.96	1.90	167.18
8.14	-61.08	-64.22	2.06	129.22
8.14	-61.20	-64.40	2.09	123.80
8.14	-61.26	-64.13	1.94	156.66
8.15	-61.14	-64.20	2.02	137.55
8.15	-61.28	-64.37	2.04	134.15
8.15	-61.60	-64.42	1.92	161.75
8.16	-61.41	-64.44	2.01	140.34
8.16	-61.32	-64.24	1.96	151.52
8.17	-61.74	-64.17	1.75	215.17
8.17	-62.11	-64.62	1.78	202.04
8.17	-61.73	-64.47	1.88	172.07
8.18	-61.56	-65.16	2.29	92.33
8.18	-61.63	-65.02	2.18	108.17
8.18	-62.00	-64.94	1.97	149.38
8.19	-62.09	-64.87	1.90	166.61
8.19	-62.33	-64.91	1.82	191.61
8.20	-62.45	-65.28	1.92	161.04
8.20	-62.64	-64.93	1.70	237.66
8.20	-62.84	-65.24	1.74	220.30
8.21	-62.66	-65.42	1.89	169.69
8.21	-62.68	-64.98	1.70	236.90
8.21	-62.66	-65.43	1.89	169.57
8.22	-62.81	-65.36	1.80	197.90
8.22	-62.60	-65.00	1.73	221.11
8.22	-62.68	-64.83	1.64	264.96
8.23	-62.46	-65.04	1.81	192.54
8.23	-62.64	-65.63	1.99	144.65
8.24	-62.42	-65.42	2.00	142.56
8.24	-62.62	-65.28	1.85	181.84
8.24	-62.40	-65.14	1.88	171.92
8.25	-62.41	-65.43	2.01	140.60
8.25	-62.67	-65.06	1.73	221.02
8.25	-62.49	-65.23	1.88	172.26
8.26	-62.61	-65.33	1.87	174.21
8.26	-62.69	-65.44	1.88	171.02
8.26	-62.37	-65.04	1.85	180.55
8.27	-62.33	-64.95	1.83	187.04
8.27	-62.16	-64.88	1.87	174.64
8.28	-62.25	-65.09	1.93	159.64
8.28	-62.39	-65.00	1.82	188.76
8.28	-61.98	-64.80	1.91	162.98
8.29	-61.98	-65.09	2.05	132.15
8.29	-62.17	-64.80	1.83	186.10
8.29	-62.24	-65.03	1.90	165.68
8.30	-62.52	-64.87	1.72	229.15
8.30	-62.66	-65.11	1.76	211.41
8.30	-62.77	-65.41	1.84	184.58
8.31	-62.53	-65.05	1.79	201.65
8.31	-62.45	-65.46	2.00	142.59
8.32	-62.27	-65.29	2.00	140.95
8.32	-62.35	-65.51	2.07	127.92
8.32	-62.27	-65.14	1.94	156.36
8.33	-62.29	-65.21	1.96	151.46
8.33	-62.56	-65.32	1.89	169.96
8.33	-62.43	-65.09	1.85	181.54
8.34	-62.59	-65.26	1.85	181.56
8.34	-62.45	-65.15	1.86	176.68
8.35	-62.63	-65.42	1.90	165.37
8.35	-62.96	-65.21	1.68	245.51
8.35	-62.85	-65.00	1.64	265.11
8.36	-62.74	-65.15	1.74	217.67
8.36	-62.70	-64.97	1.68	243.07
8.36	-62.47	-65.64	2.07	126.75
8.37	-62.49	-65.14	1.84	182.56
8.37	-62.14	-65.19	2.02	138.49
8.37	-62.03	-64.99	1.97	147.80
8.38	-62.34	-64.73	1.73	221.22
8.38	-62.36	-64.65	1.69	238.68
8.39	-62.05	-64.60	1.80	197.47
8.39	-61.78	-64.61	1.92	161.26
8.39	-62.05	-64.35	1.70	237.18
8.40	-61.66	-64.42	1.89	170.26
8.40	-61.72	-64.88	2.07	127.58
8.40	-61.77	-64.69	1.96	151.80
8.41	-61.84	-64.75	1.95	152.76
8.41	-61.94	-65.03	2.04	134.41
8.41	-61.87	-65.07	2.09	124.10
8.42	-62.11	-65.14	2.01	140.27
8.42	-62.11	-65.13	2.00	141.09
8.43	-61.81	-65.06	2.11	120.10
8.43	-61.82	-64.90	2.04	134.42
8.43	-62.10	-64.83	1.87	173.61
8.44	-62.02	-64.76	1.88	172.60
8.44	-62.03	-64.91	1.94	155.51
8.44	-62.30	-64.86	1.80	196.73
8.45	-62.34	-65.14	1.90	165.42
8.45	-62.80	-65.25	1.75	213.12
8.46	-62.68	-65.20	1.79	200.67
8.46	-62.65	-65.30	1.84	183.77
8.46	-62.60	-65.27	1.85	179.82
8.47	-62.57	-65.25	1.85	179.26
8.47	-62.70	-65.53	1.92	162.13
8.47	-62.38	-65.22	1.92	159.88
8.48	-62.24	-65.40	2.07	127.26
8.48	-62.37	-64.98	1.82	188.96
8.48	-62.32	-65.41	2.04	134.40
8.49	-62.27	-64.96	1.86	178.15
8.49	-62.66	-65.06	1.74	220.14
8.50	-62.04	-65.16	2.05	131.07
8.50	-62.00	-65.30	2.14	115.78
8.50	-61.97	-64.77	1.91	164.83
8.51	-62.15	-65.08	1.96	150.84
8.51	-62.10	-64.93	1.92	160.69
8.51	-62.09	-65.15	2.02	136.95
8.52	-61.60	-64.72	2.05	130.72
8.52	-62.14	-64.78	1.84	184.71
8.53	-61.79	-64.70	1.95	152.94
8.53	-61.96	-64.69	1.88	172.48
8.53	-61.89	-64.85	1.98	147.33
8.54	-61.80	-64.86	2.02	137.06
8.54	-62.23	-65.11	1.94	156.18
8.54	-61.74	-64.56	1.92	162.25
8.55	-61.98	-64.51	1.79	199.62
8.55	-62.15	-65.06	1.95	152.68
8.55	-62.01	-65.14	2.06	130.49
8.56	-62.56	-65.47	1.95	153.03
8.56	-62.31	-65.36	2.02	138.16
8.57	-62.53	-65.27	1.88	171.81
8.57	-62.55	-65.83	2.13	117.54
8.57	-62.52	-65.60	2.03	134.61
8.58	-62.98	-65.67	1.86	178.81
8.58	-63.27	-65.77	1.78	204.51
8.58	-63.26	-66.02	1.89	169.71
8.59	-62.99	-66.03	2.02	138.69
8.59	-63.16	-65.89	1.88	172.88
8.59	-63.26	-66.00	1.88	172.79
8.60	-63.20	-65.82	1.83	188.02
8.60	-63.18	-65.87	1.86	177.70
8.61	-63.42	-65.63	1.66	252.52
8.61	-63.10	-66.03	1.96	150.88
8.61	-63.32	-66.12	1.91	164.79
8.62	-63.41	-65.90	1.78	205.13
8.62	-63.11	-65.88	1.89	168.58
8.62	-63.03	-65.67	1.84	184.82
8.63	-62.60	-65.90	2.13	115.99
8.63	-62.83	-65.62	1.90	166.35
8.63	-63.01	-65.62	1.82	188.49
8.64	-62.61	-65.74	2.06	130.40
8.64	-62.72	-65.75	2.01	139.86
8.65	-62.77	-65.76	1.99	143.61
8.65	-62.49	-66.08	2.29	93.11
8.65	-62.58	-65.86	2.13	117.28
8.66	-62.55	-65.67	2.05	131.45
8.66	-62.88	-65.57	1.86	178.23
8.66	-62.93	-65.56	1.83	185.65
8.67	-62.78	-65.51	1.88	172.62
8.67	-62.56	-65.72	2.07	127.72
8.68	-62.47	-65.41	1.96	150.12
8.68	-62.16	-65.68	2.25	97.77
8.68	-62.54	-65.39	1.93	159.16
8.69	-62.47	-65.37	1.95	153.29
8.69	-62.74	-65.27	1.79	199.62
8.69	-62.70	-65.73	2.01	140.47
8.70	-62.79	-65.45	1.84	182.55
8.70	-62.33	-65.48	2.07	128.39
8.70	-62.85	-65.26	1.74	217.26
8.71	-62.72	-65.53	1.91	163.74
8.71	-63.04	-65.63	1.82	191.68
8.72	-62.80	-65.54	1.88	172.01
8.72	-63.05	-65.62	1.81	194.07
8.72	-62.76	-65.53	1.89	168.82
8.73	-62.57	-65.54	1.98	145.67
8.73	-62.37	-65.67	2.13	116.00
8.73	-62.36	-65.09	1.88	173.23
8.74	-62.36	-65.31	1.97	148.35
8.74	-62.39	-65.53	2.06	129.91
8.74	-62.26	-65.25	1.99	143.87
8.75	-62.07	-65.26	2.09	124.63
8.75	-62.29	-65.28	1.99	144.11
8.76	-62.16	-64.83	1.85	180.59
8.76	-61.78	-65.04	2.12	119.25
8.76	-61.80	-65.02	2.10	122.36
8.77	-62.11	-65.15	2.01	139.27
8.77	-62.04	-64.92	1.94	155.05
8.77	-61.97	-64.76	1.90	166.30
8.78	-61.56	-65.02	2.22	103.13
8.78	-61.70	-64.53	1.92	160.79
8.79	-61.58	-64.33	1.88	171.04
8.79	-61.50	-64.53	2.01	139.46
8.79	-61.74	-64.63	1.94	154.76
8.80	-61.71	-64.65	1.97	149.91
8.80	-61.68	-65.10	2.20	105.75
8.80	-61.87	-64.75	1.94	155.72
8.81	-61.79	-64.61	1.92	161.89
8.81	-62.36	-64.79	1.75	215.67
8.81	-61.96	-64.88	1.96	150.93
8.82	-61.82	-64.60	1.90	167.33
8.82	-61.71	-64.48	1.89	169.17
8.83	-62.08	-64.84	1.89	170.37
8.83	-61.64	-64.93	2.14	115.81
8.83	-61.73	-64.84	2.05	132.37
8.84	-61.81	-64.66	1.93	159.21
8.84	-61.76	-64.73	1.98	146.51
8.84	-61.79	-64.59	1.91	164.94
8.85	-61.58	-64.95	2.18	109.31
8.85	-62.00	-64.75	1.88	171.25
8.86	-62.03	-64.82	1.90	166.40
8.86	-62.07	-65.30	2.10	121.27
8.86	-62.30	-65.07	1.89	168.69
8.87	-62.16	-65.30	2.06	128.79
8.87	-62.25	-64.76	1.78	203.42
8.87	-62.18	-65.00	1.91	162.58
8.88	-62.47	-65.16	1.86	178.19
8.88	-62.18	-65.22	2.02	138.33
8.88	-62.38	-65.42	2.01	139.26
8.89	-62.26	-65.06	1.91	164.53
8.89	-62.18	-65.00	1.91	163.11
8.90	-62.38	-64.74	1.72	226.73
8.90	-62.20	-65.33	2.06	130.51
8.90	-62.03	-65.13	2.04	133.23
8.91	-62.12	-64.96	1.92	160.06
8.91	-61.92	-64.89	1.98	145.56
8.91	-62.35	-64.61	1.68	244.11
8.92	-61.89	-64.89	2.00	142.80
8.92	-62.25	-64.62	1.73	224.82
8.92	-61.68	-64.65	1.98	145.86
8.93	-61.62	-64.64	2.01	140.40
8.93	-61.96	-64.62	1.84	182.22
8.94	-61.82	-64.43	1.83	187.99
8.94	-61.73	-64.59	1.93	158.25
8.94	-61.28	-65.01	2.36	83.88
8.95	-61.86	-64.74	1.94	155.57
8.95	-62.03	-64.48	1.76	212.51
8.95	-62.09	-64.57	1.77	206.29
8.96	-61.92	-64.70	1.90	166.87
8.96	-62.06	-65.09	2.01	140.25
8.96	-62.51	-64.74	1.67	250.86
8.97	-61.70	-64.85	2.06	128.79
8.97	-62.01	-65.09	2.03	135.55
8.98	-62.13	-64.88	1.88	170.65
8.98	-62.32	-65.11	1.90	166.88
8.98	-62.57	-65.19	1.83	187.02
8.99	-62.43	-65.30	1.94	157.16
8.99	-62.23	-65.55	2.15	114.25
8.99	-62.24	-65.29	2.02	138.15
9.00	-62.07	-65.17	2.04	132.67
9.00	-62.56	-65.27	1.87	175.31
9.01	-62.34	-65.74	2.19	107.48
9.01	-62.63	-65.39	1.89	168.79
9.01	-62.96	-65.67	1.87	176.16
9.02	-62.59	-65.42	1.92	161.82
9.02	-62.60	-65.07	1.77	208.65
9.02	-62.65	-65.44	1.90	165.93
9.03	-62.72	-65.51	1.90	166.01
9.03	-62.80	-65.02	1.67	251.33
9.03	-62.59	-65.39	1.91	164.24
9.04	-62.73	-65.51	1.90	167.05
9.04	-62.57	-65.13	1.80	196.98
9.05	-62.57	-65.49	1.96	151.52
9.05	-62.48	-65.28	1.90	165.05
9.05	-62.66	-65.19	1.79	198.76
9.06	-62.62	-65.40	1.90	167.02
9.06	-62.69	-65.66	1.98	146.24
9.06	-62.58	-65.37	1.90	166.50
9.07	-62.97	-65.65	1.85	179.55
9.07	-62.72	-65.34	1.83	187.49
9.07	-62.57	-65.11	1.80	198.43
9.08	-62.97	-65.50	1.79	199.35
9.08	-62.40	-65.11	1.87	175.95
9.09	-62.34	-65.32	1.99	144.96
9.09	-62.75	-65.41	1.84	183.03
9.09	-62.96	-65.47	1.78	202.56
9.10	-62.35	-65.30	1.97	147.64
9.10	-62.57	-64.97	1.74	219.37
9.10	-62.65	-65.25	1.82	191.02
9.11	-62.44	-65.23	1.90	166.95
9.11	-62.22	-65.07	1.92	160.15
9.12	-62.35	-65.39	2.01	138.85
9.12	-62.15	-65.29	2.06	129.46
9.12	-62.52	-65.35	1.92	161.27
9.13	-62.49	-65.39	1.95	153.92
9.13	-62.14	-65.35	2.09	123.59
9.13	-62.46	-65.07	1.82	188.86
9.14	-62.46	-65.21	1.89	170.27
9.14	-62.50	-65.20	1.86	176.45
9.14	-62.32	-65.26	1.97	149.52
9.15	-62.45	-65.51	2.02	137.01
9.15	-62.01	-64.92	1.95	153.23
9.16	-62.57	-65.25	1.85	179.36
9.16	-61.57	-64.75	2.08	126.52
9.16	-62.06	-64.75	1.86	178.08
9.17	-62.20	-64.72	1.79	201.53
9.17	-61.85	-64.98	2.06	130.29
9.17	-61.77	-64.83	2.02	136.74
9.18	-61.74	-64.94	2.09	124.22
9.18	-61.40	-64.29	1.94	155.31
9.19	-61.15	-64.31	2.07	128.25
9.19	-61.69	-64.27	1.81	192.98
9.19	-61.50	-63.81	1.70	234.93
9.20	-61.35	-64.10	1.88	170.98
9.20	-61.63	-64.23	1.82	189.89
9.20	-61.35	-64.17	1.91	162.79
9.21	-61.17	-64.26	2.04	133.66
9.21	-61.52	-64.10	1.81	193.44
9.21	-61.39	-64.27	1.94	155.46
9.22	-61.47	-64.15	1.85	179.70
9.22	-60.90	-64.32	2.20	105.89
9.23	-61.29	-64.65	2.17	110.76
9.23	-61.27	-63.94	1.85	180.82
9.23	-60.96	-63.90	1.97	149.80
9.24	-61.58	-64.34	1.89	170.29
9.24	-61.59	-64.26	1.85	180.39
9.24	-61.65	-64.34	1.86	177.89
9.25	-61.81	-64.13	1.71	233.08
9.25	-61.90	-64.52	1.83	186.98
9.25	-62.07	-64.66	1.81	192.32
9.26	-62.13	-64.31	1.65	259.22
9.26	-62.09	-64.70	1.83	187.95
9.27	-62.19	-65.14	1.97	148.01
9.27	-62.34	-64.94	1.82	189.61
9.27	-62.18	-64.64	1.76	210.04
9.28	-62.09	-65.17	2.03	134.75
9.28	-62.07	-64.78	1.87	175.30
9.28	-62.07	-64.75	1.85	179.50
9.29	-61.91	-64.90	1.99	144.17
9.29	-61.84	-64.51	1.85	181.43
9.29	-61.99	-64.45	1.76	210.45
9.30	-61.83	-64.57	1.88	172.32
9.30	-61.55	-63.96	1.74	217.05
9.31	-61.61	-64.37	1.89	170.34
9.31	-61.80	-64.23	1.75	215.26
9.31	-61.06	-64.12	2.02	137.08
9.32	-61.41	-64.10	1.86	178.17
9.32	-61.09	-63.86	1.89	168.51
9.32	-61.23	-63.78	1.80	198.44
9.33	-61.11	-63.35	1.68	246.86
9.33	-61.12	-63.41	1.69	238.51
9.34	-61.05	-63.45	1.74	218.89
9.34	-60.89	-63.34	1.76	212.25
9.34	-60.91	-62.86	1.56	311.24
9.35	-60.73	-62.99	1.68	244.10
9.35	-60.69	-63.39	1.86	176.99
9.35	-60.81	-63.68	1.94	156.89
9.36	-60.84	-63.27	1.75	214.02
9.36	-61.00	-63.92	1.96	151.09
9.36	-61.37	-63.78	1.74	218.46
9.37	-61.15	-63.79	1.83	185.34
9.37	-61.40	-64.02	1.83	187.47
9.38	-61.40	-64.26	1.93	158.44
9.38	-61.28	-64.23	1.97	148.21
9.38	-61.51	-64.48	1.98	146.25
9.39	-62.03	-64.82	1.90	165.61
9.39	-61.87	-64.70	1.92	160.88
9.39	-61.99	-64.71	1.87	174.18
9.40	-62.40	-64.67	1.69	242.53
9.40	-62.42	-64.76	1.71	230.05
9.40	-62.59	-64.96	1.73	223.91
9.41	-62.54	-65.16	1.83	187.96
9.41	-62.69	-64.91	1.67	250.54
9.42	-62.74	-65.48	1.88	172.29
9.42	-62.84	-65.03	1.66	255.99
9.42	-62.77	-64.84	1.61	281.64
9.43	-62.63	-64.87	1.67	248.09
9.43	-62.73	-64.93	1.66	255.62
9.43	-62.60	-65.02	1.75	216.52
9.44	-62.89	-65.04	1.64	263.41
9.44	-62.74	-65.22	1.77	206.73
9.45	-62.60	-65.10	1.78	205.06
9.45	-62.36	-64.96	1.82	189.41
9.45	-62.60	-65.32	1.87	175.02
9.46	-62.34	-64.94	1.82	189.50
9.46	-62.15	-65.00	1.93	159.66
9.46	-62.27	-64.26	1.58	300.37
9.47	-62.47	-64.52	1.60	285.14
9.47	-62.22	-64.81	1.82	191.61
9.47	-62.30	-64.89	1.81	192.32
9.48	-62.70	-64.85	1.64	265.75
9.48	-62.21	-65.03	1.91	162.35
9.49	-62.36	-64.64	1.69	240.58
9.49	-62.79	-65.17	1.73	222.51
9.49	-62.63	-64.74	1.63	273.02
9.50	-62.65	-64.70	1.60	285.58
9.50	-62.84	-65.05	1.67	251.57
9.50	-62.40	-65.23	1.92	161.58
9.51	-62.63	-65.36	1.87	174.19
9.51	-62.93	-65.22	1.69	238.91
9.52	-62.40	-65.64	2.11	120.50
9.52	-62.52	-65.35	1.92	161.24
9.52	-62.55	-65.57	2.00	141.46
9.53	-62.73	-65.41	1.85	179.47
9.53	-62.86	-65.69	1.92	161.11
9.53	-62.76	-65.35	1.82	191.18
9.54	-62.42	-65.11	1.86	177.90
9.54	-62.53	-65.32	1.90	166.13
9.54	-62.44	-65.00	1.80	195.89
9.55	-62.56	-65.08	1.78	202.68
9.55	-62.37	-65.11	1.88	172.32
9.56	-62.35	-64.90	1.80	196.30
9.56	-61.93	-64.88	1.97	148.90
9.56	-62.41	-64.63	1.67	251.03
9.57	-62.05	-64.77	1.87	173.90
9.57	-62.57	-64.73	1.65	262.17
9.57	-62.07	-64.18	1.62	274.31
9.58	-62.27	-64.39	1.63	272.59
9.58	-61.95	-64.80	1.93	158.74
9.58	-61.79	-64.53	1.88	172.38
9.59	-61.98	-64.27	1.70	237.83
9.59	-61.95	-64.79	1.92	159.95
9.60	-61.60	-64.44	1.92	160.22
9.60	-61.82	-64.53	1.87	176.03
9.60	-62.03	-64.17	1.64	267.40
9.61	-61.97	-64.61	1.84	184.98
9.61	-62.10	-64.84	1.88	172.20
9.61	-62.26	-64.71	1.76	212.72
9.62	-61.97	-64.70	1.88	172.78
9.62	-62.43	-64.84	1.74	218.33
9.62	-62.29	-64.53	1.68	247.19
9.63	-62.44	-64.70	1.68	243.89
9.63	-62.28	-64.79	1.78	202.80
9.64	-62.19	-64.81	1.83	187.04
9.64	-62.07	-65.05	1.99	145.26
9.64	-62.69	-64.88	1.66	256.83
9.65	-62.80	-64.91	1.63	272.87
9.65	-62.51	-64.93	1.75	216.55
9.65	-62.84	-65.05	1.66	254.50
9.66	-62.86	-65.12	1.68	243.95
9.66	-62.76	-64.79	1.60	290.22
9.67	-63.02	-65.05	1.60	290.25
9.67	-62.90	-64.98	1.61	279.66
9.67	-62.97	-65.13	1.65	262.11
9.68	-62.71	-65.23	1.79	201.26
9.68	-62.64	-65.22	1.81	192.39
9.68	-62.82	-65.11	1.69	239.55
9.69	-62.79	-64.73	1.57	310.56
9.69	-62.44	-64.72	1.69	240.11
9.69	-62.40	-64.52	1.63	271.68
9.70	-62.14	-64.43	1.69	238.11
9.70	-62.08	-64.91	1.92	161.92
9.71	-62.25	-64.20	1.57	309.24
9.71	-62.06	-64.31	1.68	246.89
9.71	-62.14	-64.23	1.62	275.62
9.72	-62.25	-64.25	1.58	298.46
9.72	-62.04	-64.03	1.58	300.45
9.72	-61.86	-64.35	1.78	205.57
9.73	-61.78	-64.02	1.67	247.62
9.73	-61.93	-64.43	1.78	205.33
9.73	-61.87	-64.05	1.65	258.05
9.74	-61.64	-64.20	1.80	195.98
9.74	-61.74	-64.16	1.74	217.50
9.75	-62.11	-64.61	1.78	204.53
9.75	-61.90	-64.05	1.64	264.15
9.75	-62.31	-64.38	1.61	281.94
9.76	-62.11	-64.22	1.63	273.17
9.76	-62.21	-64.18	1.58	303.40
9.76	-62.53	-64.66	1.63	268.73
9.77	-62.42	-64.49	1.61	279.82
9.77	-62.29	-64.49	1.66	254.80
9.78	-62.60	-64.77	1.65	260.44
9.78	-63.00	-64.91	1.55	319.25
9.78	-62.53	-64.85	1.70	234.13
9.79	-62.56	-64.81	1.68	244.49
9.79	-62.49	-64.79	1.70	236.09
9.79	-62.39	-64.79	1.74	219.97
9.80	-62.55	-64.87	1.71	233.62
9.80	-62.69	-64.69	1.59	296.69
9.80	-62.57	-64.74	1.65	261.79
9.81	-62.44	-64.51	1.61	281.91
9.81	-62.31	-64.48	1.65	261.51
9.82	-62.31	-64.88	1.81	193.76
9.82	-62.81	-64.88	1.61	281.46
9.82	-62.48	-64.55	1.61	282.72
9.83	-62.34	-64.57	1.67	249.62
9.83	-61.90	-64.43	1.79	199.56
9.83	-62.07	-64.91	1.92	160.04
9.84	-62.40	-64.70	1.70	236.94
9.84	-62.18	-64.70	1.79	201.28
9.85	-61.84	-64.43	1.82	191.58
9.85	-61.87	-64.68	1.91	163.75
9.85	-61.91	-64.77	1.93	157.81
9.86	-62.63	-64.67	1.60	287.42
9.86	-62.42	-64.34	1.56	316.52
9.86	-61.97	-64.50	1.79	200.18
9.87	-62.06	-64.73	1.85	180.59
9.87	-62.51	-65.01	1.78	205.38
9.87	-62.44	-64.76	1.71	233.27
9.88	-62.79	-64.68	1.54	326.23
9.88	-62.40	-64.62	1.67	250.97
9.89	-62.46	-64.73	1.69	242.00
9.89	-62.41	-65.04	1.83	186.46
9.89	-62.74	-65.07	1.71	230.47
9.90	-62.65	-65.15	1.78	204.39
9.90	-63.06	-65.01	1.57	308.07
9.90	-62.50	-65.08	1.81	192.58
9.91	-62.93	-65.32	1.74	220.19
9.91	-63.02	-65.40	1.73	223.46
9.91	-63.06	-65.28	1.67	251.47
9.92	-63.11	-65.25	1.64	266.41
9.92	-62.87	-65.34	1.76	209.60
9.93	-63.15	-65.45	1.70	237.03
9.93	-62.88	-65.13	1.68	245.45
9.93	-62.82	-65.38	1.80	195.79
9.94	-62.97	-65.49	1.78	202.46
9.94	-62.95	-65.17	1.67	251.17
9.94	-62.75	-65.47	1.87	173.70
9.95	-63.02	-65.25	1.67	247.50
9.95	-62.38	-65.26	1.94	156.33
9.96	-62.55	-65.25	1.86	177.50
9.96	-62.46	-64.76	1.70	236.88
9.96	-62.54	-64.78	1.67	247.64
9.97	-62.52	-64.92	1.74	219.37
9.97	-62.49	-64.55	1.61	282.56
9.97	-62.11	-64.60	1.78	205.00
9.98	-62.07	-64.79	1.87	175.02
9.98	-62.44	-64.28	1.53	339.59
9.98	-61.87	-64.81	1.97	149.55
9.99	-62.01	-64.52	1.78	203.37
9.99	-62.39	-64.47	1.61	279.53
10.00	-61.95	-64.68	1.87	173.37
10.00	-62.17	-64.56	1.73	221.06
10.00	-62.01	-64.03	1.59	293.27
10.01	-62.31	-64.49	1.65	258.51
10.01	-62.12	-64.55	1.75	214.25
10.01	-62.32	-64.65	1.71	232.10
10.02	-61.85	-64.56	1.87	175.72
10.02	-62.68	-64.94	1.68	243.15
10.02	-62.51	-64.75	1.68	247.24
10.03	-62.66	-64.81	1.64	265.43
10.03	-62.68	-64.76	1.62	278.75
10.04	-63.02	-65.19	1.65	261.14
10.04	-63.03	-64.91	1.54	328.10
10.04	-62.83	-64.75	1.55	317.62
10.05	-62.58	-65.09	1.79	201.69
10.05	-63.15	-65.25	1.62	274.20
10.05	-63.06	-64.93	1.54	329.07
10.06	-63.17	-65.18	1.59	297.09
10.06	-62.86	-65.40	1.80	198.26
10.06	-63.10	-65.42	1.71	232.08
10.07	-63.02	-65.28	1.68	243.21
10.07	-63.06	-65.23	1.65	259.42
10.08	-63.02	-65.44	1.75	216.66
10.08	-62.99	-65.69	1.86	176.87
10.08	-63.08	-65.27	1.65	257.91
10.09	-63.05	-65.19	1.64	266.17
10.09	-63.30	-65.35	1.60	287.55
10.09	-62.86	-65.16	1.70	236.35
10.10	-62.73	-65.10	1.73	224.67
10.10	-63.27	-65.51	1.67	247.68
10.11	-63.04	-65.35	1.70	236.12
10.11	-63.14	-65.18	1.60	288.07
10.11	-63.33	-65.09	1.50	360.02
10.12	-63.11	-65.00	1.55	324.65
10.12	-62.92	-65.30	1.73	223.39
10.12	-63.04	-65.37	1.71	231.75
10.13	-63.23	-64.97	1.49	367.94
10.13	-63.00	-64.85	1.53	336.44
10.13	-62.79	-64.70	1.55	319.08
10.14	-62.54	-64.86	1.71	233.32
10.14	-62.59	-64.43	1.53	337.77
10.15	-62.38	-64.77	1.73	221.65
10.15	-62.31	-64.51	1.66	256.09
10.15	-62.62	-64.40	1.51	355.45
10.16	-62.60	-64.40	1.51	350.16
10.16	-62.55	-64.35	1.52	348.08
10.16	-62.52	-64.23	1.48	379.18
10.17	-62.63	-64.60	1.57	304.20
10.17	-62.85	-64.80	1.57	309.60
10.18	-62.65	-64.78	1.63	270.59
10.18	-63.00	-65.01	1.59	295.65
10.18	-62.69	-65.26	1.81	193.36
10.19	-62.65	-64.89	1.68	247.05
10.19	-62.87	-65.22	1.72	227.99
10.19	-63.00	-65.24	1.67	247.65
10.20	-62.66	-65.57	1.95	152.79
10.20	-62.95	-65.27	1.71	232.78
10.20	-63.11	-65.27	1.65	262.45
10.21	-63.29	-65.32	1.60	289.47
10.21	-63.20	-65.79	1.82	191.64
10.22	-63.49	-66.24	1.88	170.82
10.22	-63.74	-65.62	1.54	326.47
10.22	-64.05	-66.15	1.62	275.78
10.23	-63.71	-66.05	1.71	230.56
10.23	-63.74	-65.94	1.66	254.85
10.23	-64.05	-65.50	1.40	472.66
10.24	-63.96	-66.26	1.70	235.05
10.24	-64.14	-66.31	1.65	259.55
10.24	-63.81	-65.92	1.63	272.87
10.25	-63.75	-65.90	1.64	263.38
10.25	-63.49	-65.64	1.64	264.86
10.26	-63.66	-65.77	1.63	272.54
10.26	-63.35	-65.74	1.74	220.05
10.26	-63.98	-65.53	1.43	433.79
10.27	-63.48	-65.53	1.60	286.56
10.27	-63.16	-65.63	1.77	209.02
10.27	-63.85	-65.85	1.59	297.32
10.28	-63.87	-65.66	1.51	352.41
10.28	-63.90	-65.37	1.40	468.39
10.29	-63.85	-65.54	1.47	385.38
10.29	-63.87	-65.51	1.46	399.83
10.29	-63.79	-65.59	1.51	349.17
10.30	-63.36	-65.67	1.70	235.09
10.30	-63.82	-65.21	1.38	499.74
10.30	-63.42	-65.53	1.62	273.82
10.31	-63.73	-65.78	1.61	284.59
10.31	-63.53	-65.58	1.60	285.04
10.31	-63.62	-65.51	1.54	325.48
10.32	-63.48	-65.27	1.51	353.34
10.32	-63.42	-65.24	1.52	345.45
10.33	-63.76	-65.41	1.46	396.36
10.33	-63.56	-65.19	1.45	405.21
10.33	-63.36	-65.46	1.62	273.57
10.34	-63.78	-65.58	1.51	349.12
